"","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender"
"9116",1652,"2018-10-02 14:49:11.1770","2018-10-02 15:16:43.4500",26,"Washington St at Waltham St",42.341522,-71.068922,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3597,"Customer",1988,0
"9568",319,"2018-10-02 16:25:37.3080","2018-10-02 16:30:56.7070",4,"Tremont St at E Berkeley St",42.345392,-71.069616,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2737,"Subscriber",1963,2
"9779",530,"2018-10-02 16:52:00.1350","2018-10-02 17:00:50.8320",67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3432,"Subscriber",1987,1
"9977",500,"2018-10-02 17:09:25.9570","2018-10-02 17:17:46.8000",67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2460,"Subscriber",1974,1
"9985",835,"2018-10-02 17:09:51.8910","2018-10-02 17:23:47.5190",179,"MIT Vassar St",42.3556012132793,-71.1039447784424,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2353,"Subscriber",1988,2
"10101",1168,"2018-10-02 17:17:46.1360","2018-10-02 17:37:14.8630",177,"University Park",42.3626477911859,-71.1000609397888,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2226,"Subscriber",1982,2
"10105",276,"2018-10-02 17:18:28.0610","2018-10-02 17:23:04.1210",39,"Washington St at Rutland St",42.338514601786,-71.0740408301353,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3288,"Subscriber",1992,1
"10206",260,"2018-10-02 17:25:36.7950","2018-10-02 17:29:57.1980",55,"Boylston St at Massachusetts Ave",42.347265,-71.088088,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3839,"Subscriber",1997,1
"10337",853,"2018-10-02 17:35:54.5920","2018-10-02 17:50:07.9150",178,"MIT Pacific St at Purrington St",42.3595732010904,-71.1012947559357,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,4036,"Subscriber",1986,1
"10402",1518,"2018-10-02 17:42:13.9320","2018-10-02 18:07:32.7720",82,"Beacon St at Tappan St",42.3382668005804,-71.1389468202833,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3038,"Subscriber",1992,1
"10808",260,"2018-10-02 18:43:52.2520","2018-10-02 18:48:13.0650",13,"Boston Medical Center - E Concord St at Harrison Ave",42.336437,-71.073089,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2461,"Subscriber",1991,1
"11211",842,"2018-10-02 20:55:16.3430","2018-10-02 21:09:18.6480",95,"Cambridge St - at Columbia St / Webster Ave",42.372969,-71.094445,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2057,"Customer",1993,1
"11336",1230,"2018-10-02 21:34:20.6850","2018-10-02 21:54:51.4800",76,"Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St",42.366426,-71.105495,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3432,"Subscriber",1993,2
"11944",246,"2018-10-03 07:07:41.9020","2018-10-03 07:11:48.5120",55,"Boylston St at Massachusetts Ave",42.347265,-71.088088,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2072,"Subscriber",1978,2
"12033",596,"2018-10-03 07:21:53.1440","2018-10-03 07:31:49.2680",222,"Troy Boston",42.343749,-71.062256,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2595,"Subscriber",1989,2
"13758",853,"2018-10-03 10:00:34.3410","2018-10-03 10:14:48.0670",128,"E Cottage St at Columbia Rd",42.320561,-71.06198,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2917,"Subscriber",1983,1
"13794",731,"2018-10-03 10:07:32.6230","2018-10-03 10:19:44.4560",199,"Upham's Corner T Stop - Magnolia St at Dudley St",42.3186973417224,-71.0697814822197,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2317,"Customer",1993,1
"14083",221,"2018-10-03 11:11:57.5350","2018-10-03 11:15:38.5750",16,"Back Bay T Stop - Dartmouth St at Stuart St",42.3480741231744,-71.0765701532364,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3997,"Subscriber",1990,2
"14121",801,"2018-10-03 11:27:07.7070","2018-10-03 11:40:29.0780",68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,4149,"Subscriber",1983,1
"14179",736,"2018-10-03 11:43:04.4950","2018-10-03 11:55:20.6740",152,"Ink Block - Harrison Ave at Herald St",42.345901,-71.063187,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3603,"Subscriber",1996,2
"14516",428,"2018-10-03 12:45:29.8910","2018-10-03 12:52:38.1310",13,"Boston Medical Center - E Concord St at Harrison Ave",42.336437,-71.073089,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3062,"Subscriber",1959,1
"14691",939,"2018-10-03 13:19:50.3420","2018-10-03 13:35:30.1540",113,"Andrew T Stop - Dorchester Ave at Dexter St",42.3304736504152,-71.0570168495178,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2496,"Subscriber",1970,2
"14811",681,"2018-10-03 13:44:37.9160","2018-10-03 13:55:59.7680",131,"Jackson Square T Stop",42.3229311719595,-71.1001414060593,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3211,"Subscriber",1992,1
"14963",1717,"2018-10-03 14:18:57.4300","2018-10-03 14:47:35.3880",138,"Newmarket Square T Stop - Massachusetts Ave at Newmarket Square",42.326599,-71.066498,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3988,"Subscriber",1987,1
